일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kgf],[mm],[mm],[kgf/mm²],[%]
1,0.000,0.0,0.000,0.000,0.000,0.00
2,0.000,11.9,0.000,0.070,0.305,0.00
3,0.015,15.3,0.090,0.090,0.392,9.00
4,0.032,18.4,0.100,0.100,0.472,10.00
5,0.048,21.2,0.120,0.120,0.544,12.00
6,0.063,23.4,0.130,0.130,0.600,13.00
7,0.080,25.4,0.150,0.150,0.651,15.00
8,0.096,27.7,0.160,0.160,0.710,16.00
9,0.112,30.1,0.180,0.180,0.772,18.00
10,0.127,32.7,0.190,0.190,0.838,19.00
11,0.144,35.5,0.210,0.210,0.910,21.00
12,0.159,38.3,0.220,0.220,0.982,22.00
13,0.176,41.3,0.230,0.230,1.059,23.00
14,0.191,43.5,0.250,0.250,1.115,25.00
15,0.207,46.1,0.260,0.260,1.182,26.00
16,0.224,50.0,0.280,0.280,1.282,28.00
17,0.240,53.8,0.290,0.290,1.379,29.00
18,0.256,57.5,0.310,0.310,1.474,31.00
19,0.272,61.0,0.320,0.320,1.564,32.00
20,0.288,64.6,0.340,0.340,1.656,34.00
21,0.304,68.1,0.350,0.350,1.746,35.00
22,0.319,71.6,0.370,0.370,1.836,37.00
23,0.335,75.0,0.380,0.380,1.923,38.00
24,0.351,78.4,0.400,0.400,2.010,40.00
25,0.368,81.9,0.410,0.410,2.100,41.00
26,0.383,85.3,0.430,0.430,2.187,43.00
27,0.400,88.7,0.440,0.440,2.274,44.00
28,0.416,90.7,0.460,0.460,2.326,46.00
29,0.431,94.8,0.470,0.470,2.431,47.00
30,0.447,98.7,0.480,0.480,2.531,48.00
31,0.463,102.4,0.500,0.500,2.626,50.00
32,0.480,106.0,0.510,0.510,2.718,51.00
33,0.496,109.5,0.530,0.530,2.808,53.00
34,0.512,112.9,0.540,0.540,2.895,54.00
35,0.528,116.3,0.560,0.560,2.982,56.00
36,0.544,119.6,0.570,0.570,3.067,57.00
37,0.560,122.9,0.590,0.590,3.151,59.00
38,0.576,126.2,0.600,0.600,3.236,60.00
39,0.592,129.5,0.620,0.620,3.321,62.00
40,0.608,132.8,0.630,0.630,3.405,63.00
41,0.624,134.5,0.650,0.650,3.449,65.00
42,0.639,138.3,0.660,0.660,3.546,66.00
43,0.656,142.2,0.670,0.670,3.646,67.00
44,0.672,145.8,0.690,0.690,3.738,69.00
45,0.688,149.3,0.700,0.700,3.828,70.00
46,0.704,152.7,0.720,0.720,3.915,72.00
47,0.720,156.0,0.730,0.730,4.000,73.00
48,0.736,159.2,0.750,0.750,4.082,75.00
49,0.752,162.4,0.760,0.760,4.164,76.00
50,0.768,165.4,0.780,0.780,4.241,78.00
51,0.784,168.5,0.790,0.790,4.321,79.00
52,0.800,171.6,0.810,0.810,4.400,81.00
53,0.816,174.6,0.820,0.820,4.477,82.00
54,0.831,176.0,0.840,0.840,4.513,84.00
55,0.847,179.2,0.850,0.850,4.595,85.00
56,0.863,182.8,0.870,0.870,4.687,87.00
57,0.880,186.2,0.880,0.880,4.774,88.00
58,0.896,189.4,0.890,0.890,4.856,89.00
59,0.912,192.5,0.910,0.910,4.936,91.00
60,0.928,195.5,0.920,0.920,5.013,92.00
61,0.945,198.4,0.940,0.940,5.087,94.00
62,0.960,201.4,0.950,0.950,5.164,95.00
63,0.976,204.3,0.970,0.970,5.238,97.00
64,0.992,207.1,0.980,0.980,5.310,98.00
65,1.008,210.0,1.000,1.000,5.385,100.00
66,1.025,212.9,1.010,1.010,5.459,101.00
67,1.040,215.0,1.030,1.030,5.513,103.00
68,1.056,217.4,1.040,1.040,5.574,104.00
69,1.072,220.7,1.060,1.060,5.659,106.00
70,1.087,223.9,1.070,1.070,5.741,107.00
71,1.104,227.0,1.080,1.080,5.821,108.00
72,1.120,229.9,1.100,1.100,5.895,110.00
73,1.136,232.8,1.110,1.110,5.969,111.00
74,1.152,235.6,1.130,1.130,6.041,113.00
75,1.168,238.3,1.140,1.140,6.110,114.00
76,1.184,241.0,1.160,1.160,6.179,116.00
77,1.199,243.7,1.170,1.170,6.249,117.00
78,1.216,246.4,1.190,1.190,6.318,119.00
79,1.232,249.0,1.200,1.200,6.385,120.00
80,1.247,251.6,1.220,1.220,6.451,122.00
81,1.264,253.7,1.230,1.230,6.505,123.00
82,1.280,256.7,1.240,1.240,6.582,124.00
83,1.296,259.4,1.260,1.260,6.651,126.00
84,1.312,262.0,1.270,1.270,6.718,127.00
85,1.328,264.6,1.290,1.290,6.785,129.00
86,1.344,267.1,1.300,1.300,6.849,130.00
87,1.361,269.6,1.320,1.320,6.913,132.00
88,1.376,272.0,1.330,1.330,6.974,133.00
89,1.391,274.4,1.350,1.350,7.036,135.00
90,1.408,276.8,1.360,1.360,7.097,136.00
91,1.423,279.2,1.380,1.380,7.159,138.00
92,1.440,281.6,1.390,1.390,7.221,139.00
93,1.457,283.9,1.410,1.410,7.279,141.00
94,1.472,285.1,1.420,1.420,7.310,142.00
95,1.488,287.7,1.430,1.430,7.377,143.00
96,1.504,290.5,1.450,1.450,7.449,145.00
97,1.520,293.1,1.460,1.460,7.515,146.00
98,1.536,295.7,1.480,1.480,7.582,148.00
99,1.552,298.1,1.490,1.490,7.644,149.00
100,1.568,300.4,1.510,1.510,7.703,151.00
101,1.584,302.7,1.520,1.520,7.762,152.00
102,1.600,305.0,1.540,1.540,7.821,154.00
103,1.615,307.3,1.550,1.550,7.879,155.00
